PartID,PartCode,SAPMaterial,PartName,Brand,Description,Department,PartType,Query,StrongModel,Searchable
360,SPM-MC6-115,700005246,Fuse Robot Fanucth,Fanuc,A60L-0001-0175/0.5A,Coating,Electric,Fanuc A60L-0001-0175/0.5A Fuse Robot Fanucth,True,True
361,SPM-MC6-116,700005247,Fuse Robot Fanucth,Fanuc,A60L-0001-0290/LM32C,Coating,Electric,Fanuc A60L-0001-0290/LM32C Fuse Robot Fanucth,True,True
362,SPM-MC6-118,700005248,Solenoid Valve,Festo,VMPA1-M1H-E-PI,Coating,Pneumatic & Hydraulic,Festo VMPA1-M1H-E-PI Solenoid Valve,True,True
363,SPM-MC6-135,700005261,Bus node,Festo,CPX-FB13,Coating,Electric,Festo CPX-FB13 Bus node,True,True
364,SPM-MC6-136,700005262,ON/OFF Valve,Festo,MS6-EM1-1/2-S,Coating,Mechanical,Festo MS6-EM1-1/2-S ON/OFF Valve,True,True
365,SPM-MC6-090,700005224,Pressure regulator,Festo,VPPM-6TA-L-1-F-0L6H-S1,Coating,Pneumatic & Hydraulic,Festo VPPM-6TA-L-1-F-0L6H-S1 Pressure regulator,True,True
366,SPM-MC6-091,700005225,Router,Helmholz,700-873-WAN02,Coating,Electric,Helmholz 700-873-WAN02 Router,True,True
367,SPM-MC6-094,700005226,DROSSEL.R.VENT,Festo,GRLA-1/4-B,Coating,Mechanical,Festo GRLA-1/4-B DROSSEL.R.VENT,True,True
368,SPM-MC6-095,700005227,Piloted Check Valve,Festo,HGL-1/4-B,Coating,Mechanical,Festo HGL-1/4-B Piloted Check Valve,True,True
369,SPM-MC6-096,700005228,Rubber Support,Misumi,AEXMF-D15-L10-V4,Coating,Rubber,Misumi AEXMF-D15-L10-V4 Rubber Support,True,True
370,SPM-MC6-100,700005232,M8 Female 0 With Cable,Murr Elektronik,AWG 24,Coating,Electric,Murr Elektronik AWG 24 M8 Female 0 With Cable,True,True
371,SPM-MC6-085,700005219,Rail guide,Festo,AWMU-30-750,Coating,Mechanical,Festo AWMU-30-750 Rail guide,True,True
372,SPM-MC6-125,700005252,Photoelectric Switch,Micro Detector,QMRHD/OP-OF,Coating,Electric,Micro Detector QMRHD/OP-OF Photoelectric Switch,True,True
373,SPM-MC6-126,700005253,Interlinking Block,Festo,CPX-GE-EV-S-7/8-5 POL,Coating,Electric,Festo CPX-GE-EV-S-7/8-5 POL Interlinking Block,True,True
374,SPM-MC6-127,700005254,Power Supply Socket,Festo,NECU-G78G5-C2,Coating,Electric,Festo NECU-G78G5-C2 Power Supply Socket,True,True
375,SPM-MC6-128,700005255,Drossel.R.Vent,Festo,GRLA-1/4-S-6-D,Coating,Pneumatic & Hydraulic,Festo GRLA-1/4-S-6-D Drossel.R.Vent,True,True
376,SPM-MC6-129,700005256,Cylinder,Festo,DSBC-40-500-PPVA-N3 (1376667),Coating,Mechanical,Festo DSBC-40-500-PPVA-N3 (1376667) Cylinder,True,True
377,SPM-MC6-130,700005257,Cylinder,Festo,DSBC-40-500-C-PPVA (1461995),Coating,Mechanical,Festo DSBC-40-500-C-PPVA (1461995) Cylinder,True,True
378,SPM-MC6-131,700005258,Bus Node,Festo,CPX-FB13 (195740),Coating,Electric,Festo CPX-FB13 (195740) Bus Node,True,True
379,SPM-MC6-111,700005242,Block Gate,Festo,Using for Holding Bladder,Coating,Electric,Festo Using for Holding Bladder Block Gate,False,True
380,SPM-MC6-079,700005213,Lead Switch,Festo,SMT-8M-A-24V,Coating,Electric,Festo SMT-8M-A-24V Lead Switch,True,True
381,SPM-MC6-080,700005214,"Diaphragm kit 1""",Brando,DB018/G,Coating,Pneumatic & Hydraulic,"Brando DB018/G Diaphragm kit 1""",True,True
382,SPM-MC6-081,700005215,"Diaphragm kit 1.1/2""",Brando,DB114/C,Coating,Pneumatic & Hydraulic,"Brando DB114/C Diaphragm kit 1.1/2""",True,True
383,SPM-MC6-082,700005216,"Diaphragm kit 2""",Brando,DB116/C,Coating,Pneumatic & Hydraulic,"Brando DB116/C Diaphragm kit 2""",True,True
384,SPM-MC6-073,700005207,Solenoid Valve,Festo,VMPA1-M1H-J-PI 533343,Coating,Pneumatic & Hydraulic,Festo VMPA1-M1H-J-PI 533343 Solenoid Valve,True,True
385,SPM-MC6-074,700005208,Solenoid Valve,Festo,VMPA2-M1H-J-PI,Coating,Pneumatic & Hydraulic,Festo VMPA2-M1H-J-PI Solenoid Valve,True,True
386,SPM-MC6-075,700005209,Solenoid Valve,Festo,VMPA2-M1H-E-PI,Coating,Pneumatic & Hydraulic,Festo VMPA2-M1H-E-PI Solenoid Valve,True,True
387,SPM-PRE-047,700005405,SOFT STAR,Festo,MS6-SV-1/2-D-10V24P-2M12-S0-AG (8038491),Coating,Pneumatic & Hydraulic,Festo MS6-SV-1/2-D-10V24P-2M12-S0-AG (8038491) SOFT STAR,True,True
388,SPM-PRE-048,700005406,MICRO FILTER,Festo,MS6-LFM-1/2-A-R-V (530502),Coating,Pneumatic & Hydraulic,Festo MS6-LFM-1/2-A-R-V (530502) MICRO FILTER,True,True
389,SPM-PRE-049,700005407,Membrane Dryer,Festo,MS6-LDM1-1/2-P20 (No.543644),Coating,Pneumatic & Hydraulic,Festo MS6-LDM1-1/2-P20 (No.543644) Membrane Dryer,True,True
390,SPM-PRE-050,700005408,Filter Regulators,Festo,MS6-LFR-1/2-D6-C-R-V-AD1-AS (No.526490),Coating,Pneumatic & Hydraulic,Festo MS6-LFR-1/2-D6-C-R-V-AD1-AS (No.526490) Filter Regulators,True,True
391,SPM-MC4-158,700007208,Cylinder Linear,Festo,DSL-32-80-270-P-A-S2-B,Coating,Mechanical,Festo DSL-32-80-270-P-A-S2-B Cylinder Linear,True,True
392,SPM-MC6-153,700005968,Plug Socket With Cable,Festo,"KMYZ-9-24-M8-0,5-LED-B",Coating,Pneumatic & Hydraulic,"Festo KMYZ-9-24-M8-0,5-LED-B Plug Socket With Cable",True,True
393,SPM-MC6-154,700005969,Plug Socket With Cable,Festo,"KMYZ-3-24-M8-0,5-LED-PUR",Coating,Pneumatic & Hydraulic,"Festo KMYZ-3-24-M8-0,5-LED-PUR Plug Socket With Cable",True,True
394,SPM-MC6-155,700005971,Solenoid Valve,Festo,VMPA1-M1H-J-PI,Coating,Pneumatic & Hydraulic,Festo VMPA1-M1H-J-PI Solenoid Valve,True,True
395,SPM-MC6-156,700005972,Self-aligning Rod Coupler,Festo,"FK-M20X1,5",Coating,Pneumatic & Hydraulic,"Festo FK-M20X1,5 Self-aligning Rod Coupler",True,True
396,SPM-MC6-157,700005973,Flow Sensor,Festo,SFAH-5B-Q6S-PNLK-PNVBA-M8,Coating,Pneumatic & Hydraulic,Festo SFAH-5B-Q6S-PNLK-PNVBA-M8 Flow Sensor,True,True
397,SPM-MC6-158,700005974,Solenoid Valve,Festo,MHE3-MS1H-3/2G-1/8,Coating,Pneumatic & Hydraulic,Festo MHE3-MS1H-3/2G-1/8 Solenoid Valve,True,True
398,SPM-MC6-159,700005975,Proximity Switch,Festo,BES00J7,Coating,Pneumatic & Hydraulic,Festo BES00J7 Proximity Switch,True,True
399,SPM-MC6-152,700005657,Cylinder,Festo,DSBC-40-200-PPVA-N3 (1376663),Coating,Pneumatic & Hydraulic,Festo DSBC-40-200-PPVA-N3 (1376663) Cylinder,True,True
400,SPM-MCY-134,700005965,Proximity Switch,Festo,"SMT-8M-A-NO-24V-E-2,5-OE",Coating,Mechanical,"Festo SMT-8M-A-NO-24V-E-2,5-OE Proximity Switch",True,True
401,SPM-MCY-150,700008925,Proximity Switch,Festo,"SME-8M-DS-24V-K-2,5-OE",Coating,Electric,"Festo SME-8M-DS-24V-K-2,5-OE Proximity Switch",True,True
402,SPM-MCY-152,700008926,Proximity Switch,Festo,"SMT-8M-A-PS-24V-E-2,5-OE",Coating,Electric,"Festo SMT-8M-A-PS-24V-E-2,5-OE Proximity Switch",True,True
403,SPM-MCY-153,700008927,Air Cylinder,Festo,DSBC-63-250-C-PPVA,Coating,Mechanical,Festo DSBC-63-250-C-PPVA Air Cylinder,True,True
404,SPM-MC4-160,700008663,Rod Seal,Festo,DNU-50/63,Coating,Rubber,Festo DNU-50/63 Rod Seal,True,True
405,SPM-MC6-172,700007299,"Diaphragm kit 1.1/2""",Brando,DB114/C,Coating,Pneumatic & Hydraulic,"Brando DB114/C Diaphragm kit 1.1/2""",True,True
406,SPM-MC6-047,700005184,Pressure Switch,Festo,MPPE-3-1/4-6-420-B,Coating,Electric,Festo MPPE-3-1/4-6-420-B Pressure Switch,True,True
407,SPM-MC6-048,700005185,Solenoid Valve,Festo,CPE14-M1BH-5/3G-1/8,Coating,Pneumatic & Hydraulic,Festo CPE14-M1BH-5/3G-1/8 Solenoid Valve,True,True
408,SPM-MC6-050,700005186,Cylinder,Festo,DNC-40-500-PPV-A-KP,Coating,Mechanical,Festo DNC-40-500-PPV-A-KP Cylinder,True,True
409,SPM-MC6-051,700005187,Cylinder,Festo,DNC-125-200-PPV-A-KP,Coating,Mechanical,Festo DNC-125-200-PPV-A-KP Cylinder,True,True
410,SPM-MC6-053,700005189,Cylinder,Festo,DNC-63-200-PPV-A-KP,Coating,Mechanical,Festo DNC-63-200-PPV-A-KP Cylinder,True,True
411,SPM-MC6-054,700005190,Cylinder,Festo,DNC-40-200-PPV-A-KP,Coating,Mechanical,Festo DNC-40-200-PPV-A-KP Cylinder,True,True
412,SPM-MC6-055,700005191,Seal Kit,Festo,DNC-80-PPV-A,Coating,Mechanical,Festo DNC-80-PPV-A Seal Kit,True,True
413,SPM-MC6-056,700005192,Cylinder,Festo,DSBC-80-200-PPVA-N3,Coating,Mechanical,Festo DSBC-80-200-PPVA-N3 Cylinder,True,True
414,SPM-MC6-037,700005175,Solenoid Valve (Festo),Festo,JWEBH-5/2-D-1-ZSR-C,Coating,Pneumatic & Hydraulic,Festo JWEBH-5/2-D-1-ZSR-C Solenoid Valve (Festo),True,True
415,SPM-MC6-038,700005176,Solenoid Valve (Festo),Festo,JMEBH-5/2-D-3-ZSR-C,Coating,Pneumatic & Hydraulic,Festo JMEBH-5/2-D-3-ZSR-C Solenoid Valve (Festo),True,True
416,SPM-MC6-040,700005178,Cylinder,Festo,DFM-25-20-P-A-KF,Coating,Pneumatic & Hydraulic,Festo DFM-25-20-P-A-KF Cylinder,True,True
417,SPM-MC6-041,700005179,Solenoid Valve,Festo,VSVA-M52-MZ-A1-1C1-ANP,Coating,Pneumatic & Hydraulic,Festo VSVA-M52-MZ-A1-1C1-ANP Solenoid Valve,True,True
418,SPM-MC4-117,700005125,Connecting Cable,Festo,NEBU-M8G3-K-5-M8G3 (541349),Coating,Electric,Festo NEBU-M8G3-K-5-M8G3 (541349) Connecting Cable,True,True
419,SPM-MC4-119,700005127,Pressure Switch,Festo,SDE5-D6-O-Q6-P-M8,Coating,Mechanical,Festo SDE5-D6-O-Q6-P-M8 Pressure Switch,True,True
420,SPM-MC4-076,700005085,Cylinder (1463768),Festo,DSBC-50-130-PPSA-N3,Coating,Pneumatic & Hydraulic,Festo DSBC-50-130-PPSA-N3 Cylinder (1463768),True,True
421,SPM-MC4-077,700005086,Cylinder (1463770),Festo,DSBC-50-130-C-PPSA,Coating,Pneumatic & Hydraulic,Festo DSBC-50-130-C-PPSA Cylinder (1463770),True,True
422,SPM-MC4-112,700005120,1-Way Control Valve,Festo,VFOF-LE-BAH-G18-Q6,Coating,Pneumatic & Hydraulic,Festo VFOF-LE-BAH-G18-Q6 1-Way Control Valve,True,True
423,SPM-MC4-121,700005129,Air Cylinder,Festo,DSNU-16-40-P-A-S6,Coating,Mechanical,Festo DSNU-16-40-P-A-S6 Air Cylinder,True,True
424,SPM-MC4-056,700005068,Cylinder Linear Unit,Festo,DSL-32-80-270-P-A-S,Coating,Mechanical,Festo DSL-32-80-270-P-A-S Cylinder Linear Unit,True,True
425,SPM-MC4-046,700005058,Set of Wearing Parts,Festo,DSBC/G-50,Coating,Rubber,Festo DSBC/G-50 Set of Wearing Parts,True,True
426,SPM-MC4-035,700005049,Connecting cable,Festo,NEBU-M8G4-K-2.5-LE4,Coating,Electric,Festo NEBU-M8G4-K-2.5-LE4 Connecting cable,True,True
427,SPM-MC4-023,700005039,Electrical inferface,Festo,CPV14-GE-PT-8/1564984,Coating,Electric,Festo CPV14-GE-PT-8/1564984 Electrical inferface,True,True
428,SPM-MC4-024,700005040,Solenoid valve,Festo,CPV14-M1H-5JS-1/8,Coating,Pneumatic & Hydraulic,Festo CPV14-M1H-5JS-1/8 Solenoid valve,True,True
429,SPM-MC4-030,700005044,Fitting insert 6 mm.(I),Festo,QS-1/8-6 Mat.(153002),Coating,Mechanical,Festo QS-1/8-6 Mat.(153002) Fitting insert 6 mm.(I),True,True
430,SPM-MC4-031,700005045,Cylencer,Festo,UC-1/8,Coating,Pneumatic & Hydraulic,Festo UC-1/8 Cylencer,True,True
431,SPM-MC4-063,700005074,Mounting Kit,Festo,SMBR-8-16,Coating,Mechanical,Festo SMBR-8-16 Mounting Kit,True,True
432,SPM-MC4-064,700005075,Proximity Sensor,Festo,SMT-8M-PS-24V-E-0.3-L-M8D,Coating,Electric,Festo SMT-8M-PS-24V-E-0.3-L-M8D Proximity Sensor,True,True
433,SPM-MC4-080,700005089,Set of Wearing Parts,Festo,DFM-25-PAABE4,Coating,Rubber,Festo DFM-25-PAABE4 Set of Wearing Parts,True,True
434,SPM-MC4-081,700005090,Set of Wearing Parts,Festo,DSBC/G-125,Coating,Rubber,Festo DSBC/G-125 Set of Wearing Parts,True,True
435,SPM-MC4-072,700005081,Proximity Senser,Festo,SMT-10M-PS-24V-E-0.3-L-M8D,Coating,Electric,Festo SMT-10M-PS-24V-E-0.3-L-M8D Proximity Senser,True,True
436,SPM-MC4-073,700005082,Sensor Bracket,Festo,Sensor Bracket SL-DSM-B,Coating,Mechanical,Festo Sensor Bracket SL-DSM-B Sensor Bracket,True,True
437,SPM-MC4-084,700005093,ROD Clevis,Festo,"SG-M12x1,25",Coating,Electric,"Festo SG-M12x1,25 ROD Clevis",True,True
438,SPM-MC4-085,700005094,1-Way Control Valve,Festo,GRLA-1/8-QS-8-D,Coating,Mechanical,Festo GRLA-1/8-QS-8-D 1-Way Control Valve,True,True
439,SPM-MC4-086,700005095,1-Way Control Valve,Festo,GRLA-1/8-QS-6-D,Coating,Mechanical,Festo GRLA-1/8-QS-6-D 1-Way Control Valve,True,True
440,SPM-MC4-087,700005096,Proximity Switch,Festo,"SMT-8M-A-PS-24V-E-0,3-M8D",Coating,Electric,"Festo SMT-8M-A-PS-24V-E-0,3-M8D Proximity Switch",True,True
441,SPM-MC4-088,700005097,Solenoid Coil,Festo,MSFG-24/42-50/60-OD,Coating,Pneumatic & Hydraulic,Festo MSFG-24/42-50/60-OD Solenoid Coil,True,True
442,SPM-MC4-089,700005098,Quick Exhaush Valve,Festo,SEU-1/4,Coating,Pneumatic & Hydraulic,Festo SEU-1/4 Quick Exhaush Valve,True,True
443,SPM-MC4-090,700005099,1-Way Control Valve,Festo,GRLA-M5-QS-4-D,Coating,Mechanical,Festo GRLA-M5-QS-4-D 1-Way Control Valve,True,True
444,SPM-MC4-091,700005100,Fitting,Festo,CN-1/8-PK-4,Coating,Pneumatic & Hydraulic,Festo CN-1/8-PK-4 Fitting,True,True
445,SPM-MC4-092,700005101,Solenoid Valve,Festo,MFH-3-1/4,Coating,Pneumatic & Hydraulic,Festo MFH-3-1/4 Solenoid Valve,True,True
446,SPM-MC4-093,700005102,Solenoid Valve,Festo,MFH-3-1/8,Coating,Pneumatic & Hydraulic,Festo MFH-3-1/8 Solenoid Valve,True,True
447,SPM-MC4-094,700005103,Pressure Transmitter,Festo,SPTW-P6R-G14-A-M12,Coating,Electric,Festo SPTW-P6R-G14-A-M12 Pressure Transmitter,True,True
448,SPM-MC4-095,700005104,Push-In Fitting,Festo,QS-1/4-12,Coating,Pneumatic & Hydraulic,Festo QS-1/4-12 Push-In Fitting,True,True
449,SPM-MC4-096,700005105,1-Way Control Valve,Festo,GRLA-1/4-QS-8-D,Coating,Mechanical,Festo GRLA-1/4-QS-8-D 1-Way Control Valve,True,True
450,SPM-MC4-097,700005106,Switch Bracket,Festo,SMBR-8-16,Coating,Mechanical,Festo SMBR-8-16 Switch Bracket,True,True
451,SPM-MC4-098,700005107,Guide Unit,Festo,DFM-50-80-P-A-KF,Coating,Mechanical,Festo DFM-50-80-P-A-KF Guide Unit,True,True
452,SPM-MC4-099,700005108,Guide Unit,Festo,DFM-32-50-P-A-KF,Coating,Mechanical,Festo DFM-32-50-P-A-KF Guide Unit,True,True
453,SPM-MC4-100,700005109,Semi-Rot Drive,Festo,DRRD-40-180-FH-Y9A,Coating,Mechanical,Festo DRRD-40-180-FH-Y9A Semi-Rot Drive,True,True
454,SPM-MC4-101,700005110,Guide Unit,Festo,FENG-50-130-KF,Coating,Mechanical,Festo FENG-50-130-KF Guide Unit,True,True
455,SPM-MC4-103,700005111,Lubricator,Festo,MS4-LOE-1/4-R-WBM,Coating,Pneumatic & Hydraulic,Festo MS4-LOE-1/4-R-WBM Lubricator,True,True
456,SPM-MC4-104,700005112,Pressure regulator,Festo,VPPX-6L-L-1-G18-OL10H-S1,Coating,Pneumatic & Hydraulic,Festo VPPX-6L-L-1-G18-OL10H-S1 Pressure regulator,True,True
457,SPM-MC4-105,700005113,Druck-Regelvent,Festo,LRPS-1/4-4,Coating,Pneumatic & Hydraulic,Festo LRPS-1/4-4 Druck-Regelvent,True,True
458,SPM-MC4-106,700005114,Druck-Regelvent,Festo,LRPS-1/4-10,Coating,Pneumatic & Hydraulic,Festo LRPS-1/4-10 Druck-Regelvent,True,True
459,SPM-MC4-107,700005115,Pressure regulator,Festo,MPPE-3-1/8-6-420-B,Coating,Pneumatic & Hydraulic,Festo MPPE-3-1/8-6-420-B Pressure regulator,True,True
460,SPM-MC4-108,700005116,Centering Sleeve,Festo,ZBH-15,Coating,Mechanical,Festo ZBH-15 Centering Sleeve,True,True
461,SPM-MC4-109,700005117,Pinch Valve,Festo,VZQA-C-M22U-25-TT-V4V4E-4,Coating,Mechanical,Festo VZQA-C-M22U-25-TT-V4V4E-4 Pinch Valve,True,True
462,SPM-MC4-110,700005118,Guide Unit,Festo,FENG-50-50-KF,Coating,Mechanical,Festo FENG-50-50-KF Guide Unit,True,True
463,SPM-MC4-012,700005033,Magnehelic,DWYE Magnelic,2000-1.5KG (S711056),Coating,Pneumatic & Hydraulic,DWYE Magnelic 2000-1.5KG (S711056) Magnehelic,True,True
464,SPM-MC4-013,700005034,Solenoid Valve (JK-559651),Festo,CPV14-M1H-5JS-K-1/8,Coating,Pneumatic & Hydraulic,Festo CPV14-M1H-5JS-K-1/8 Solenoid Valve (JK-559651),True,True
465,SPM-MC4-017,700005035,Soft start/Quick exhaust valve,Festo,MS6-SV-1/2-E-10V24-AG,Coating,Pneumatic & Hydraulic,Festo MS6-SV-1/2-E-10V24-AG Soft start/Quick exhaust valve,True,True
466,SPM-MC4-020,700005036,Solenoid valve,Festo,MHE3-MS1H-3/2G-1/8-K,Coating,Pneumatic & Hydraulic,Festo MHE3-MS1H-3/2G-1/8-K Solenoid valve,True,True
467,SPM-COM-052,700004934,Seal Cartridge,Festo,VAVC-Q2-M22U-25-E (3970093),Common Part,Rubber,Festo VAVC-Q2-M22U-25-E (3970093) Seal Cartridge,True,True
468,SPM-COM-053,700004935,Flow Sensor,Festo,SFAH-5U-Q6S-PNLK-PNVBA-M8,Common Part,Electric,Festo SFAH-5U-Q6S-PNLK-PNVBA-M8 Flow Sensor,True,True
469,SPM-MC4-115,700005123,Air Cylinder,Flu Tech,BORE 16x40 mm. Type 1280,Coating,Mechanical,Flu Tech BORE 16x40 mm. Type 1280 Air Cylinder,True,True
470,SPM-MC6-062,700005198,"Valve Blow Out 1""",Mecair,VNP208 COIL 24V,Coating,Mechanical,"Mecair VNP208 COIL 24V Valve Blow Out 1""",True,True
471,SPM-MC6-063,700005199,"Valve Blow Out 1.1/2""",Mecair,VNP214 COIL 24V,Coating,Mechanical,"Mecair VNP214 COIL 24V Valve Blow Out 1.1/2""",True,True
472,SPM-MC6-064,700005200,"Valve Blow Out 2""",Mecair,VNP216 COIL 24V,Coating,Mechanical,"Mecair VNP216 COIL 24V Valve Blow Out 2""",True,True
473,SPM-MCY-077,700005332,"Pinch Valve 1""",Flutech,F1-PINCH-VMP/EPDM-25,Coating,Pneumatic & Hydraulic,"Flutech F1-PINCH-VMP/EPDM-25 Pinch Valve 1""",True,True
474,SPM-MCY-078,700005333,"Pinch Valve 2""",Flutech,F1-PINCH-VMP/EPDM-50,Coating,Pneumatic & Hydraulic,"Flutech F1-PINCH-VMP/EPDM-50 Pinch Valve 2""",True,True
475,SPM-MC6-182,700011800,Kit Pinch Valve,FLUTECH,VMC DN25,Coating,Mechanical,FLUTECH VMC DN25 Kit Pinch Valve,True,True
476,SPM-MC6-184,700012423,FPC Aluminum pinch valve,FLUTECH,"Size 1""",Coating,Mechanical,"FLUTECH Size 1"" FPC Aluminum pinch valve",True,True
477,SPM-COM-047,700004929,Pinch Valve,Flu-tech,DN25 VMC PN10,Common Part,Mechanical,Flu-tech DN25 VMC PN10 Pinch Valve,True,True
478,SPM-PRE-009,700005371,Super Rapid Fuse,Fuji Electric,BLC090-1 90A,Coating,Electric,Fuji Electric BLC090-1 90A Super Rapid Fuse,True,True
479,SPM-TRN-016,700011450,Load Limiter,"Future State (Asia) Co.,Ltd.",ULS-125-V,Coating,Electric,"Future State (Asia) Co.,Ltd. ULS-125-V Load Limiter",True,True
480,SPM-CAL-027,700007027,Shut Off Valve JSAV 50f50/1-0,Krom Schroder,JSAV 50f50/1-0,Coating,Mechanical,Krom Schroder JSAV 50f50/1-0 Shut Off Valve JSAV 50f50/1-0,True,True
481,SPM-MC4-159,700007145,LAMTEC Fieldbus Module,LAMTEC,663R040-1PB,Coating,Mechanical,LAMTEC 663R040-1PB LAMTEC Fieldbus Module,True,True
482,SPM-MC4-154,700006067,Kromchoder Gas Solenoid Valve,,VAS240R/NW,Coating,Electric,VAS240R/NW Kromchoder Gas Solenoid Valve,True,True
483,SPM-MC4-151,700005658,Frequency Converter,Pepperl+Fuchs,KFU8-UFC-1.D,Coating,Electric,Pepperl+Fuchs KFU8-UFC-1.D Frequency Converter,True,True
484,SPM-PRE-063,700005660,Rotary Drive,ARIS,Tensor S 20-30,Coating,Electric,ARIS Tensor S 20-30 Rotary Drive,True,True
485,SPM-MC4-161,700008669,ERHARDT+LEIMER,General Technology,F31EA,Coating,Rubber,General Technology F31EA ERHARDT+LEIMER,True,True
486,SPM-CAL-029,700009118,Process Transmitter,Endress+Hauser,RMA42-AAD,Coating,Electric,Endress+Hauser RMA42-AAD Process Transmitter,True,True
487,SPM-CAL-021,700005652,Solenoid Valve,ASCO,3/2 8320G184 240/60,Coating,Pneumatic & Hydraulic,ASCO 3/2 8320G184 240/60 Solenoid Valve,True,True
488,SPM-CAL-022,700005653,Pressure Switch,HONYWELL,C6097A2210,Coating,Electric,HONYWELL C6097A2210 Pressure Switch,True,True
489,SPM-CAL-023,700005654,Motor Control Valve,HONYWELL,M7284 C1000 230V,Coating,Mechanical,HONYWELL M7284 C1000 230V Motor Control Valve,True,True
490,SPM-MC4-149,700005655,Turbine Gas Valve,KROMSCHRODER,DM 25R25-40 Valve,Coating,Mechanical,KROMSCHRODER DM 25R25-40 Valve Turbine Gas Valve,True,True
491,SPM-MC4-150,700005656,Safety Temperature Limite,JUMO,701150/8,Coating,Electric,JUMO 701150/8 Safety Temperature Limite,False,True
492,SPM-PRE-065,700005662,Gas Train,DUNGS,MB-ZRDLE 407 B01 S20,Coating,Mechanical,DUNGS MB-ZRDLE 407 B01 S20 Gas Train,True,True
493,SPM-CAL-020,700004817,Eucher Safety Switch Unicode,EUCHNER,CTP-L1-AP-U-HA-AZ-SA-124225,Coating,Electric,EUCHNER CTP-L1-AP-U-HA-AZ-SA-124225 Eucher Safety Switch Unicode,True,True
494,SPM-MC6-183,700011844,Actuator,BAR,BAR AD-050/090-V22-H,Coating,Mechanical,BAR BAR AD-050/090-V22-H Actuator,True,True
495,SPM-MCY-165,700011845,Actuator,BAR,BAR GD-125/090-F07/F10-Z20-D 90 Z20MM,Coating,Mechanical,BAR BAR GD-125/090-F07/F10-Z20-D 90 Z20MM Actuator,True,True
496,SPM-CAL-032,700012361,Display & Operating Unit,Siemens,AZL52.00B1,Coating,Electric,Siemens AZL52.00B1 Display & Operating Unit,True,True
497,SPM-MC4-180,700013846,Servo Contro Unit,Siemens,CU320-2 PN,Coating,Automation,Siemens CU320-2 PN Servo Contro Unit,True,True
498,SPM-MC4-184,700014155,Analog Input module Energy Meter CT,Siemens,6ES7134-6PA01-0BU0,Coating,Electric,Siemens 6ES7134-6PA01-0BU0 Analog Input module Energy Meter CT,True,True
499,SPM-MC4-185,700014156,BASE UNIT BU Type,Siemens,6ES7193-6BP00-0BU0,Coating,Electric,Siemens 6ES7193-6BP00-0BU0 BASE UNIT BU Type,True,True
500,SPM-MC4-186,700014157,Lamtec FieldBus Module,Lamtech,663R040-1PB ET,Coating,Electric,Lamtech 663R040-1PB ET Lamtec FieldBus Module,True,True
501,SPM-MCY-177,700014333,Proximity Sensor,Omron,TL-Q5MC1-Z,Coating,Electric,Omron TL-Q5MC1-Z Proximity Sensor,True,True
502,SPM-PRE-064,,Gas Train,DUNGS,MB-ZRDLE 407 B01 S20,,,DUNGS MB-ZRDLE 407 B01 S20 Gas Train,True,True
503,SPM-PRE-054,700005412,Gas Valve Actuator,Siemens,SKP25.403E2,Coating,Mechanical,Siemens SKP25.403E2 Gas Valve Actuator,True,True
504,SPM-PRE-055,700005413,Gas Valve Actuator,Siemens,SKP15.000E2,Coating,Mechanical,Siemens SKP15.000E2 Gas Valve Actuator,True,True
505,SPM-PRE-056,700005414,Pressure Switch (DUNGS),Dunge,LGW 50 A4,Coating,Pneumatic & Hydraulic,Dunge LGW 50 A4 Pressure Switch (DUNGS),True,True
506,SPM-SCR-023,700005472,Flame Detector,Siemens,D-LX 100 UL-B1/M2/97Ex/MCG,Utility,Electric,Siemens D-LX 100 UL-B1/M2/97Ex/MCG Flame Detector,True,True
507,SPM-SCR-024,700005473,Solenoid valve,NORGREN,Id.Nr.9710000,Utility,Pneumatic & Hydraulic,NORGREN Id.Nr.9710000 Solenoid valve,True,True
508,SPM-SCR-025,700005474,Shut-Off Valve,EUCHNER,T72B-2GA-P1N,Utility,Mechanical,EUCHNER T72B-2GA-P1N Shut-Off Valve,True,True
509,SPM-SCR-030,700005476,Gas Multibloc,DUNGS,MBC-300-VEF,Utility,Mechanical,DUNGS MBC-300-VEF Gas Multibloc,True,True
510,SPM-SCR-031,700005477,Gasfilter,DUNGS,GF 4010/1,Utility,Other,DUNGS GF 4010/1 Gasfilter,True,True
511,SPM-PRE-058,700005527,Actuator,Siemens,SQM48.497B9,Coating,Mechanical,Siemens SQM48.497B9 Actuator,True,True
512,SPM-PRE-059,700005571,Pressure switch,DUNGS,LGW 10 A2,Coating,Mechanical,DUNGS LGW 10 A2 Pressure switch,True,True
513,SPM-PRE-060,700005579,Gas Multi Bloc,DUNGS,MB-VEF 407 B01 S10,Coating,Electric,DUNGS MB-VEF 407 B01 S10 Gas Multi Bloc,True,True
514,SPM-RHK-047,700005843,Inductive Sensor,Wenglor,I18H004,Slurry,Pneumatic & Hydraulic,Wenglor I18H004 Inductive Sensor,True,True
515,SPM-COM-065,700005844,Through-Beam-Sensor,Wenglor,P1 KE003,Common Part,Electric,Wenglor P1 KE003 Through-Beam-Sensor,True,True
516,SPM-MCY-130,700005845,PNP-NPN Converter,Wenglor,BG7V1P-N-2M,Coating,Mechanical,Wenglor BG7V1P-N-2M PNP-NPN Converter,True,True
